item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0260,text_truncation_scaling,nikbulavin__cashsense,nikbulavin__cashsense/core/designsystem/src/main/kotlin/ru/resodostudios/cashsense/core/designsystem/component/button/ToggleButton.kt,CsToggleButton,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
fun CsToggleButton(
    checked: Boolean,
    title: String,
    onCheckedChange: (Boolean) -> Unit,
    modifier: Modifier = Modifier,
    icon: ImageVector? = null,
    shapes: ToggleButtonShapes = ToggleButtonDefaults.shapes(),
    enabled: Boolean = true,
) {
    val hapticFeedback = LocalHapticFeedback.current

    ToggleButton(
        checked = checked,
        onCheckedChange = { isChecked ->",,
pilot-0044,decorative_mislabeled,MoatazBadawy__Mawaqeet-Todo_and_Habits,MoatazBadawy__Mawaqeet-Todo_and_Habits/todos/ui/view/src/main/java/com/moataz/todos/ui/view/component/TodosToolbar.kt,TodosToolbar,"decorative with description ""Add new todo""","
@Composable
fun TodosToolbar(
    title: String,
    onAddTodoClickedIcon: () -> Unit,
) {
    TopAppBar(
        backgroundColor = WhiteLight,
        elevation = 0.dp,
        modifier = Modifier.height(60.dp),
        title = {
            Text(
                text = title,
                style = TextStyle(
                    fontFamily = TodoFontFamily,
                    fontWeight = FontWeight.Bold,",,
pilot-0018,clickable_icon_not_iconbutton,Waboodoo__HTTP-Shortcuts,Waboodoo__HTTP-Shortcuts/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/activities/documentation/DocumentationScreen.kt,SearchBar,Icon made clickable directly instead of IconButton,"
@Composable
private fun SearchBar(
    modifier: Modifier = Modifier,
    query: String,
    results: Pair<Int, Int>?,
    onQueryChanged: (String?) -> Unit,
    onNext: (SearchDirection) -> Unit,
) {
    val focusRequester = remember {
        FocusRequester()
    }
    val keyboard = LocalSoftwareKeyboardController.current

    Row(
        modifier = Modifier",,
pilot-0270,textfield_no_label,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/CategoryManagerScreen.kt,CategoryManagerScreen,OutlinedTextField with placeholder but no label,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun CategoryManagerScreen(
    categoryViewModel: CategoryViewModel,
    onNavigateBack: () -> Unit
) {
    val categories by categoryViewModel.categories.collectAsStateWithLifecycle()
    var newCategoryName by rememberSaveable { mutableStateOf("""") }
    
    var categoryToRename by remember { mutableStateOf<Category?>(null) }
    var renameNewName by rememberSaveable(categoryToRename) { mutableStateOf(categoryToRename?.name ?: """") }
    
    var categoryToDelete by remember { mutableStateOf<Category?>(null) }

    // Rename dialog
    if (categoryToRename != null) {",,
pilot-0141,missing_merge_descendants,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/nsanalytics/NsAnalyticsConnectionScreen.kt,WorkspaceStatusCard,"clickable Column with 2 Text children, no mergeDescendants","
@Composable
private fun WorkspaceStatusCard(
    workspaceName: String?,
    workspaceId: String?
) {
    val context = LocalContext.current

    Card(
        modifier = Modifier.fillMaxWidth(),
        colors = CardDefaults.cardColors(
            containerColor = Color(0xFF1E1F24)
        )
    ) {
        Row(
            modifier = Modifier",,
pilot-0068,error_state_no_semantics,android__nowinandroid,android__nowinandroid/core/designsystem/src/main/kotlin/com/google/samples/apps/nowinandroid/core/designsystem/component/DynamicAsyncImage.kt,DynamicAsyncImage,isError set without semantics { error(...) }," */
@Composable
fun DynamicAsyncImage(
    imageUrl: String,
    contentDescription: String?,
    modifier: Modifier = Modifier,
    placeholder: Painter = painterResource(R.drawable.core_designsystem_ic_placeholder_default),
) {
    val iconTint = LocalTintTheme.current.iconTint
    var isLoading by remember { mutableStateOf(true) }
    var isError by remember { mutableStateOf(false) }
    val imageLoader = rememberAsyncImagePainter(
        model = imageUrl,
        onState = { state ->
            isLoading = state is Loading
            isError = state is Error",,
pilot-0157,missing_merge_descendants,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/HazardExploreControls.kt,HazardScreenSettingsSection,"clickable Row with 2 Text children, no mergeDescendants"," */
@Composable
fun HazardScreenSettingsSection(
    accent: Color,
    expanded: Boolean,
    onExpandedChange: (Boolean) -> Unit,
    summary: String,
    onReset: (() -> Unit)? = null,
    content: @Composable () -> Unit,
) {
    Surface(
        Modifier
            .fillMaxWidth()
            .padding(horizontal = 16.dp, vertical = 6.dp),
        color = SurfaceDark,
        shape = RoundedCornerShape(18.dp),",,
pilot-0009,clickable_icon_not_iconbutton,GetStream__stream-draw-android,GetStream__stream-draw-android/app/src/main/kotlin/io/getstream/streamdraw/ui/components/SketchbookControlMenu.kt,SketchbookControlMenu,Icon made clickable directly instead of IconButton,"
@Composable
fun SketchbookControlMenu(
    controller: SketchbookController,
) {
    val context = LocalContext.current
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .padding(10.dp),
        horizontalArrangement = Arrangement.SpaceAround,
        verticalAlignment = Alignment.CenterVertically
    ) {
        Icon(
            modifier = Modifier
                .clickable {",,
pilot-0088,missing_content_description,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryScreenInternal,contentDescription = null,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
private fun CallLogHistoryScreenInternal(
    state: CallLogHistoryUiState,
    onBackClick: () -> Unit,
    onCallClick: (String) -> Unit,
    onAddContactClick: (String) -> Unit,
    onDeleteHistory: () -> Unit,
    onToggleBlocked: () -> Unit
) {
    var menuExpanded by remember { mutableStateOf(false) }

    Scaffold(
        topBar = {
            TopAppBar(
                title = {",,
pilot-0070,error_state_no_semantics,wisnukurniawan__Compose-Expense,wisnukurniawan__Compose-Expense/app/src/main/java/com/wisnu/kurniawan/wallee/features/login/ui/LoginScreen.kt,LoginScreen,isError set without semantics { error(...) },"
@Composable
fun LoginScreen(
    viewModel: LoginViewModel,
    onLogin: () -> Unit
) {
    val state by viewModel.state.collectAsStateWithLifecycle()

    LoginScreen(
        state = state,
        onEmailChanged = { viewModel.dispatch(LoginAction.ChangeEmail(it)) },
        onPasswordChanged = { viewModel.dispatch(LoginAction.ChangePassword(it)) },
        onPasswordImeAction = { viewModel.dispatch(LoginAction.ClickImePasswordDone) },
        onClickLogin = { viewModel.dispatch(LoginAction.ClickLogin) }
    )
",,
pilot-0211,pointerinput_no_semantics,marosseleng__compose-material3-datetime-pickers,marosseleng__compose-material3-datetime-pickers/datetimepickers/src/main/java/com/marosseleng/compose/material3/datetimepickers/time/ui/TimePicker.kt,TouchRegisteringDial,detectTapGestures without semantics/Role," */
@Composable
internal fun TouchRegisteringDial(
    onAngleAndDistanceRatioChange: (angle: Float, ratio: Float) -> Unit,
    onTouchStop: () -> Unit,
    modifier: Modifier = Modifier,
    content: @Composable BoxScope.() -> Unit,
) {
    val diameterDp = 256.dp
    val diameterPx = with(LocalDensity.current) { diameterDp.toPx() }
    val radiusPx = diameterPx / 2f
    var centerX: Float by remember {
        mutableStateOf(0f)
    }
    var centerY: Float by remember {
        mutableStateOf(0f)",,
pilot-0023,color_contrast,hosizoraru__KeiOS,hosizoraru__KeiOS/app/src/main/java/os/kei/ui/page/main/widget/core/AppOverviewCards.kt,AppOverviewInlineMetricTile,2 hardcoded Color literals with Text,"
@Composable
fun AppOverviewInlineMetricTile(
    label: String,
    value: String,
    modifier: Modifier = Modifier,
    labelColor: Color = MiuixTheme.colorScheme.onBackgroundVariant,
    valueColor: Color = MiuixTheme.colorScheme.onBackground,
    containerColor: Color? = null,
    borderColor: Color? = null,
    labelMaxLines: Int = 2,
    valueMaxLines: Int = 2,
    labelWeight: Float = 0.58f,
    valueWeight: Float = 0.42f,
    showLabel: Boolean = true,
    valueTextAlign: TextAlign = TextAlign.End,",,
pilot-0052,decorative_mislabeled,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/guide/GuideScreen.kt,GuideHeroHeader,"decorative with description ""croc-app icon""","
@Composable
private fun GuideHeroHeader() {
    Card(
        modifier = Modifier.fillMaxWidth(),
        colors = CardDefaults.cardColors(
            containerColor = MaterialTheme.colorScheme.primaryContainer.copy(alpha = 0.35f)
        ),
        shape = MaterialTheme.shapes.large
    ) {
        Row(
            modifier = Modifier
                .fillMaxWidth()
                .padding(14.dp),
            verticalAlignment = Alignment.CenterVertically
        ) {",,
pilot-0232,progress_no_semantics,MoatazBadawy__Mawaqeet-Todo_and_Habits,MoatazBadawy__Mawaqeet-Todo_and_Habits/todos/ui/view/src/main/java/com/moataz/todos/ui/view/component/Loading.kt,Loading,CircularProgressIndicator without progressSemantics,"
@Composable
fun Loading() {
    Box(modifier = Modifier.fillMaxSize(), contentAlignment = Alignment.Center) {
        CircularProgressIndicator(color = Color.Black)
    }
}
",,
pilot-0297,touch_target_size,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/AppRoutingSheet.kt,AppRoutingSheet,size(8.dp) on interactive element,"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun AppRoutingSheet(
    state: RoutingSheetState,
    installedApps: List<InstalledApp>,
    mappings: List<AppAliasMapping>,
    aliasNames: Map<String, String>,
    onQueryChange: (String) -> Unit,
    onToggle: (String) -> Unit,
    onSave: () -> Unit,
    onDismiss: () -> Unit,
) {
    val sheetState = rememberModalBottomSheetState(skipPartiallyExpanded = true)

    // Owner lookup for the ""Currently → X"" subtitle. Excludes this alias —
    // those rows are ticked, which already says where they belong.",,
pilot-0276,textfield_no_label,corphish__TextTools,corphish__TextTools/app/src/main/java/com/corphish/quicktools/activities/TextCountActivity.kt,InputSection,TextField with placeholder but no label,"
@Composable
fun InputSection(text: String, onValueChange: (String) -> Unit) {
    Column {
        Text(
            text = stringResource(id = R.string.input),
            style = TypographyV2.labelSmall,
            color = MaterialTheme.colorScheme.primary,
            modifier = Modifier.padding(bottom = 8.dp)
        )
        Surface(
            modifier = Modifier
                .fillMaxWidth()
                .height(300.dp),
            shape = MaterialTheme.shapes.medium,
            color = MaterialTheme.colorScheme.surface,",,
pilot-0165,missing_semantics_role,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/people/PeopleListScreen.kt,PersonGridItem,.clickable without Role,"@OptIn(ExperimentalGlideComposeApi::class)
@Composable
private fun PersonGridItem(
    person: PersonInfo,
    onClick: () -> Unit
) {
    Column(
        horizontalAlignment = Alignment.CenterHorizontally,
        verticalArrangement = Arrangement.spacedBy(16.dp)
    ) {
        if (person.thumbnailUrl != null) {
            GlideImage(
                model = person.thumbnailUrl.toUri(),
                contentDescription = person.name,
                modifier = Modifier
                    .size(100.dp)",,
pilot-0254,text_truncation_scaling,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/ApiKeyListScreen.kt,ApiKeyCard,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun ApiKeyCard(
    entry: ApiKeyEntry,
    categoryName: String?,
    onClick: () -> Unit,
    onFavoriteClick: () -> Unit,
    onCopyName: () -> Unit
) {
    Card(
        modifier = Modifier
            .fillMaxWidth()
            .bounceClick(onClick),
        shape = RoundedCornerShape(16.dp),
        colors = CardDefaults.cardColors(
            containerColor = MaterialTheme.colorScheme.surfaceContainerLow",,
pilot-0235,progress_no_semantics,miaowmiaow__fragmject,miaowmiaow__fragmject/core/ui/src/main/java/com/example/fragmject/core/ui/components/LoadingContent.kt,LoadingContent,CircularProgressIndicator without progressSemantics,"
@Composable
fun LoadingContent(
    isLoading: Boolean,
    modifier: Modifier = Modifier,
    innerPadding: PaddingValues = PaddingValues(),
    content: @Composable () -> Unit
) {
    Box(
        modifier = modifier
            .fillMaxSize()
            .padding(innerPadding)
    ) {
        content()
        if (isLoading) {
            CircularProgressIndicator(",,
pilot-0104,missing_heading_semantics,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/activesurvey/SurveyMonitorScreen.kt,SurveyStatistics,headlineSmall text without heading(),"
@Composable
private fun SurveyStatistics(
    surveyState: ActiveSurveyState,
    modifier: Modifier = Modifier
) {
    // Pass viewModel to access session data
    val viewModel: SurveyMonitorViewModel = viewModel()

    // Calculate elapsed time from session start
    var elapsedSeconds by remember { mutableIntStateOf(0) }

    LaunchedEffect(surveyState.isAnyActive) {
        if (surveyState.isAnyActive) {
            while (surveyState.isAnyActive) {
                val sessionStartTime = viewModel.getSurveySessionStartTime()",,
pilot-0029,color_contrast,Dev-Aditya-More__PokeVerse,Dev-Aditya-More__PokeVerse/app/src/main/java/com/aditya1875/pokeverse/feature/core/ui/components/NeuromorphicButton.kt,NeuromorphicButton,4 hardcoded Color literals with Text,"
@Composable
fun NeuromorphicButton(
    text: String,
    modifier: Modifier = Modifier,
    onClick: () -> Unit
) {
    val isDark = isSystemInDarkTheme()
    val backgroundColor = if (isDark) Color(0xFF1F1F1F) else Color(0xFFE0E0E0)
    val lightShadow = if (isDark) Color(0xFF2A2A2A) else Color.White
    val darkShadow = if (isDark) Color.Black else Color(0xFFB0B0B0)

    var isPressed by remember { mutableStateOf(false) }
    val scope = rememberCoroutineScope()

    val scale by animateFloatAsState(",,
